street address,town,zip,road side,private side
2134 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2135 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2138 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2139 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2142 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2146 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2147 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2150 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2151 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2154 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2155 LYNNWOOD DRIVE,Niskayuna,12309,Copper,Copper
2158 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Copper
2159 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2162 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2166 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2170 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2173 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2174 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Copper
2177 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2178 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Copper
2181 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2185 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2186 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2189 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2194 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Copper
2197 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2198 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2200 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Copper
2201 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Copper
2205 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2209 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2212 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2213 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2216 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2217 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2220 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2221 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
2224 LYNNWOOD DRIVE,Niskayuna,12309,Unknown,Unknown
11 MACAULAY LANE,Niskayuna,12309,Copper,Copper
15 MACAULAY LANE,Niskayuna,12309,Copper,Copper
18 MACAULAY LANE,Niskayuna,12309,Copper,Copper
22 MACAULAY LANE,Niskayuna,12309,Copper,Copper
26 MACAULAY LANE,Niskayuna,12309,Copper,Copper
29 MACAULAY LANE,Niskayuna,12309,Copper,Copper
33 MACAULAY LANE,Niskayuna,12309,Copper,Copper
34 MACAULAY LANE,Niskayuna,12309,Copper,Copper
37 MACAULAY LANE,Niskayuna,12309,Copper,Copper
38 MACAULAY LANE,Niskayuna,12309,Copper,Copper
41 MACAULAY LANE,Niskayuna,12309,Copper,Copper
42 MACAULAY LANE,Niskayuna,12309,Copper,Copper
45 MACAULAY LANE,Niskayuna,12309,Copper,Copper
49 MACAULAY LANE,Niskayuna,12309,Copper,Copper
619 MAPLE LANE,Niskayuna,12309,Copper,Copper
620 MAPLE LANE,Niskayuna,12309,Copper,Copper
627 MAPLE LANE,Niskayuna,12309,Copper,Copper
628 MAPLE LANE,Niskayuna,12309,Copper,Copper
631 MAPLE LANE,Niskayuna,12309,Copper,Copper
632 MAPLE LANE,Niskayuna,12309,Copper,Copper
635 MAPLE LANE,Niskayuna,12309,Copper,Copper
636 MAPLE LANE,Niskayuna,12309,Copper,Copper
639 MAPLE LANE,Niskayuna,12309,Copper,Copper
640 MAPLE LANE,Niskayuna,12309,Copper,Copper
643 MAPLE LANE,Niskayuna,12309,Copper,Copper
644 MAPLE LANE,Niskayuna,12309,Copper,Copper
647 MAPLE LANE,Niskayuna,12309,Copper,Copper
648 MAPLE LANE,Niskayuna,12309,Copper,Copper
659 MAPLE LANE,Niskayuna,12309,Copper,Copper
668 MAPLE LANE,Niskayuna,12309,Copper,Copper
672 MAPLE LANE,Niskayuna,12309,Copper,Copper
676 MAPLE LANE,Niskayuna,12309,Copper,Copper
677 MAPLE LANE,Niskayuna,12309,Copper,Copper
680 MAPLE LANE,Niskayuna,12309,Copper,Copper
681 MAPLE LANE,Niskayuna,12309,Copper,Copper
685 MAPLE LANE,Niskayuna,12309,Copper,Copper
688 MAPLE LANE,Niskayuna,12309,Copper,Copper
689 MAPLE LANE,Niskayuna,12309,Copper,Copper
692 MAPLE LANE,Niskayuna,12309,Copper,Copper
693 MAPLE LANE,Niskayuna,12309,Copper,Copper
699 MAPLE LANE,Niskayuna,12309,Copper,Copper
700 MAPLE LANE,Niskayuna,12309,Copper,Copper
703 MAPLE LANE,Niskayuna,12309,Copper,Copper
707 MAPLE LANE,Niskayuna,12309,Copper,Copper
852 MAPLECREST COURT,Niskayuna,12309,Copper,Copper
853 MAPLECREST COURT,Niskayuna,12309,Copper,Copper
856 MAPLECREST COURT,Niskayuna,12309,Copper,Copper
857 MAPLECREST COURT,Niskayuna,12309,Copper,Copper
796 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
800 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
804 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
805 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
806 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
809 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
810 MAXWELL DRIVE,Niskayuna,12309,Unknown,Copper
814 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
818 MAXWELL DRIVE,Niskayuna,12309,Unknown,Copper
822 MAXWELL DRIVE,Niskayuna,12309,Unknown,Copper
826 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
827 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
831 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
832 MAXWELL DRIVE,Niskayuna,12309,Unknown,Copper
834 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
835 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
838 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
839 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
842 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
843 MAXWELL DRIVE,Niskayuna,12309,Unknown,Unknown
846 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
847 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
848 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
850 MAXWELL DRIVE,Niskayuna,12309,Copper,Galvanized
851 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
854 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
855 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
858 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
859 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
863 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
866 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
867 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
870 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
871 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
874 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
875 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
878 MAXWELL DRIVE,Niskayuna,12309,Copper,Unknown
1916 MAYFAIR ROAD,Niskayuna,12309,Unknown,Unknown
1917 MAYFAIR ROAD,Niskayuna,12309,Unknown,Unknown
1918 MAYFAIR ROAD,Niskayuna,12309,Unknown,Unknown
1920 MAYFAIR ROAD,Niskayuna,12309,Unknown,Unknown
1921 MAYFAIR ROAD,Niskayuna,12309,Unknown,Unknown
1929 MAYFAIR ROAD,Niskayuna,12309,Unknown,Unknown
2004 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2023 MC CLELLAN STREET,Niskayuna,12309,Unknown,Copper
2031 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2050 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2051 MC CLELLAN STREET,Niskayuna,12309,Unknown,Copper
2103 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2107 MC CLELLAN STREET,Niskayuna,12309,Unknown,Copper
2110 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2111 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2117 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2123 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2126 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2127 MC CLELLAN STREET,Niskayuna,12309,Unknown,Copper
2131 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2132 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2135 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2138 MC CLELLAN STREET,Niskayuna,12309,Unknown,Copper
2139 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2142 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2143 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2147 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2148 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2151 MC CLELLAN STREET,Niskayuna,12309,Unknown,Copper
2152 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2158 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2165 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2166 MC CLELLAN STREET,Niskayuna,12309,Unknown,Copper
2171 MC CLELLAN STREET,Niskayuna,12309,Unknown,Copper
2174 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2175 MC CLELLAN STREET,Niskayuna,12309,Unknown,Unknown
2456 MCGOVERN DRIVE,Niskayuna,12309,Known Other,Known Other
2460 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2464 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2465 MCGOVERN DRIVE,Niskayuna,12309,Known Other,Known Other
2468 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Copper
2479 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Copper
2481 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2483 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Copper
2485 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2489 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2492 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2493 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2500 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2504 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2505 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Copper
2508 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2509 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Copper
2512 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Copper
2513 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2517 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2520 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2521 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2524 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
2525 MCGOVERN DRIVE,Niskayuna,12309,Unknown,Unknown
880 MEADOW LANE,Niskayuna,12309,Unknown,Copper
884 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
885 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
888 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
889 MEADOW LANE,Niskayuna,12309,Copper,Copper
892 MEADOW LANE,Niskayuna,12309,Unknown,Copper
896 MEADOW LANE,Niskayuna,12309,Unknown,Copper
901 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
904 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
905 MEADOW LANE,Niskayuna,12309,Unknown,Copper
908 MEADOW LANE,Niskayuna,12309,Unknown,Copper
909 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
925 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
928 MEADOW LANE,Niskayuna,12309,Unknown,Copper
929 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
932 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
937 MEADOW LANE,Niskayuna,12309,Unknown,Copper
940 MEADOW LANE,Niskayuna,12309,Unknown,Copper
941 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
948 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
949 MEADOW LANE,Niskayuna,12309,Unknown,Unknown
1092 MEMORIAL HOME,Niskayuna,12309,Unknown,Unknown
196 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
197 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
200 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
201 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
204 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
205 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
208 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
209 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
212 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
220 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
224 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
225 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
229 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
233 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
237 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
240 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
241 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
244 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
245 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
248 MENLO PARK ROAD,Niskayuna,12309,Copper,Copper
1004 MERLIN DRIVE,Niskayuna,12309,Copper,Copper
1008 MERLIN DRIVE,Niskayuna,12309,Copper,Copper
1011 MERLIN DRIVE,Niskayuna,12309,Copper,Copper
1012 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1015 MERLIN DRIVE,Niskayuna,12309,Copper,Copper
1016 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1019 MERLIN DRIVE,Niskayuna,12309,Copper,Copper
1020 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1023 MERLIN DRIVE,Niskayuna,12309,Copper,Copper
1024 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1027 MERLIN DRIVE,Niskayuna,12309,Copper,Copper
1028 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1031 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1032 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1035 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1036 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1039 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1040 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1043 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1046 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1048 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1052 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1055 MERLIN DRIVE,Niskayuna,12309,Copper,Copper
1059 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1063 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1064 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1067 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1068 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1071 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1072 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1075 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1076 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1079 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1080 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1083 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1084 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1087 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1088 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1092 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1096 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1100 MERLIN DRIVE,Niskayuna,12309,Unknown,Copper
1103 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1104 MERLIN DRIVE,Niskayuna,12309,Copper,Copper
1107 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1108 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1112 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1116 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
1120 MERLIN DRIVE,Niskayuna,12309,Unknown,Unknown
601 MICHELLE WAY,Niskayuna,12304,Copper,Copper
605 MICHELLE WAY,Niskayuna,12304,Copper,Copper
608 MICHELLE WAY,Niskayuna,12304,Copper,Copper
609 MICHELLE WAY,Niskayuna,12304,Copper,Copper
612 MICHELLE WAY,Niskayuna,12304,Copper,Copper
616 MICHELLE WAY,Niskayuna,12304,Copper,Copper
620 MICHELLE WAY,Niskayuna,12304,Copper,Copper
623 MICHELLE WAY,Niskayuna,12304,Copper,Copper
624 MICHELLE WAY,Niskayuna,12304,Copper,Copper
625 MICHELLE WAY,Niskayuna,12304,Copper,Copper
137 MIDDLE STREET,Niskayuna,12309,Copper,Copper
762 MIDDLE STREET,Niskayuna,12309,Copper,Copper
766 MIDDLE STREET,Niskayuna,12309,Copper,Copper
784 MIDDLE STREET,Niskayuna,12309,Copper,Copper
788 MIDDLE STREET,Niskayuna,12309,Copper,Copper
798 MIDDLE STREET,Niskayuna,12309,Copper,Copper
801 MIDDLE STREET,Niskayuna,12309,Copper,Copper
806 MIDDLE STREET,Niskayuna,12309,Copper,Copper
807 MIDDLE STREET,Niskayuna,12309,Copper,Copper
815 MIDDLE STREET,Niskayuna,12309,Copper,Copper
820 MIDDLE STREET,Niskayuna,12309,Copper,Copper
822 MIDDLE STREET,Niskayuna,12309,Copper,Copper
829 MIDDLE STREET,Niskayuna,12309,Copper,Copper
832 MIDDLE STREET,Niskayuna,12309,Copper,Copper
838 MIDDLE STREET,Niskayuna,12309,Copper,Copper
850 MIDDLE STREET,Niskayuna,12309,Copper,Copper
853 MIDDLE STREET,Niskayuna,12309,Copper,Copper
856 MIDDLE STREET,Niskayuna,12309,Copper,Copper
858 MIDDLE STREET,Niskayuna,12309,Copper,Copper
302 MIDLAND AVENUE,Niskayuna,12304,Unknown,Unknown
315 MIDLAND AVENUE,Niskayuna,12304,Unknown,Unknown
321 MIDLAND AVENUE,Niskayuna,12304,Unknown,Unknown
325 MIDLAND AVENUE,Niskayuna,12304,Unknown,Copper
329 MIDLAND AVENUE,Niskayuna,12304,Unknown,Unknown
330 MIDLAND AVENUE,Niskayuna,12304,Unknown,Copper
335 MIDLAND AVENUE,Niskayuna,12304,Unknown,Unknown
1 MILAN COURT,Niskayuna,12309,Copper,Copper
2 MILAN COURT,Niskayuna,12309,Copper,Copper
5 MILAN COURT,Niskayuna,12309,Copper,Copper
6 MILAN COURT,Niskayuna,12309,Copper,Copper
9 MILAN COURT,Niskayuna,12309,Copper,Copper
10 MILAN COURT,Niskayuna,12309,Copper,Copper
1009 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1013 MILLINGTON ROAD,Niskayuna,12309,Unknown,Galvanized
1014 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1018 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1021 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1101 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1105 MILLINGTON ROAD,Niskayuna,12309,Unknown,Copper
1109 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1110 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1113 MILLINGTON ROAD,Niskayuna,12309,Unknown,Copper
1114 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1117 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1118 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1121 MILLINGTON ROAD,Niskayuna,12309,Unknown,Copper
1125 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1126 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1129 MILLINGTON ROAD,Niskayuna,12309,Unknown,Copper
1130 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1133 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1134 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1137 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1138 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1141 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1142 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1145 MILLINGTON ROAD,Niskayuna,12309,Unknown,Copper
1146 MILLINGTON ROAD,Niskayuna,12309,Unknown,Copper
1149 MILLINGTON ROAD,Niskayuna,12309,Unknown,Copper
1150 MILLINGTON ROAD,Niskayuna,12309,Unknown,Copper
1153 MILLINGTON ROAD,Niskayuna,12309,Unknown,Galvanized
1158 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1161 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1162 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1166 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1169 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1170 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1173 MILLINGTON ROAD,Niskayuna,12309,Unknown,Unknown
1178 MILLINGTON ROAD,Niskayuna,12309,Unknown,Copper
1220 MILTON KEYNES DRIVE,Niskayuna,12309,Copper,Copper
1225 MILTON KEYNES DRIVE,Niskayuna,12309,Copper,Copper
1230 MILTON KEYNES DRIVE,Niskayuna,12309,Copper,Copper
1240 MILTON KEYNES DRIVE,Niskayuna,12309,Copper,Copper
1245 MILTON KEYNES DRIVE,Niskayuna,12309,Copper,Copper
1250 MILTON KEYNES DRIVE,Niskayuna,12309,Copper,Copper
1260 MILTON KEYNES DRIVE,Niskayuna,12309,Copper,Copper
1265 MILTON KEYNES DRIVE,Niskayuna,12309,Copper,Copper
1391 MITCHELL AVENUE,Niskayuna,12309,Unknown,Unknown
1170 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1013 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1014 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1018 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1019 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1030 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1031 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1034 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1039 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1040 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1046 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1047 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1060 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1061 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1064 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1070 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1073 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1077 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1078 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1083 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1086 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1091 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1092 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1095 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1098 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1099 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1101 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1102 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1109 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1110 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1128 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1154 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1155 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1169 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
1179 MOHAWK ROAD,Niskayuna,12309,Copper,Copper
1189 MOHAWK ROAD,Niskayuna,12309,Copper,Unknown
204 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
205 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
208 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
209 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
212 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
213 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
216 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
217 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
221 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
228 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
229 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
232 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
233 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
236 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
237 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
240 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
241 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
242 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
245 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
248 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
249 MOHAWK TRAIL,Niskayuna,12309,Copper,Copper
934 MOHEGAN RD,Niskayuna,12309,Unknown,Unknown
905 MOHEGAN ROAD,Niskayuna,12309,Copper,Copper
906 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
908 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
909 MOHEGAN ROAD,Niskayuna,12309,Unknown,Copper
