street address,town,zip,road side,private side
910 MOHEGAN ROAD,Niskayuna,12309,Known Other,Known Other
912 MOHEGAN ROAD,Niskayuna,12309,Unknown,Copper
913 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
922 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
925 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
929 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
933 MOHEGAN ROAD,Niskayuna,12309,Unknown,Copper
934 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
937 MOHEGAN ROAD,Niskayuna,12309,Unknown,Copper
938 MOHEGAN ROAD,Niskayuna,12309,Unknown,Copper
941 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
945 MOHEGAN ROAD,Niskayuna,12309,Unknown,Copper
946 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1007 MOHEGAN ROAD,Niskayuna,12309,Unknown,Known Other
1014 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1015 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1020 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1021 MOHEGAN ROAD,Niskayuna,12309,Unknown,Known Other
1026 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1030 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1033 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1034 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1038 MOHEGAN ROAD,Niskayuna,12309,Unknown,Copper
1039 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1115 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1123 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1124 MOHEGAN ROAD,Niskayuna,12309,Unknown,Unknown
1127 MOHEGAN ROAD,Niskayuna,12309,Copper,Copper
1131 MOHEGAN ROAD,Niskayuna,12309,Copper,Copper
1132 MOHEGAN ROAD,Niskayuna,12309,Copper,Copper
79 MOLLY COURT,Niskayuna,12309,Copper,Copper
80 MOLLY COURT,Niskayuna,12309,Copper,Copper
81 MOLLY COURT,Niskayuna,12309,Copper,Copper
82 MOLLY COURT,Niskayuna,12309,Copper,Copper
83 MOLLY COURT,Niskayuna,12309,Copper,Copper
84 MOLLY COURT,Niskayuna,12309,Copper,Copper
86 MOLLY COURT,Niskayuna,12309,Copper,Copper
88 MOLLY COURT,Niskayuna,12309,Copper,Copper
2416 MONICA HEIGHTS,Niskayuna,12309,Unknown,Unknown
2425 MONICA HEIGHTS,Niskayuna,12309,Unknown,Unknown
2426 MONICA HEIGHTS,Niskayuna,12309,Unknown,Unknown
2431 MONICA HEIGHTS,Niskayuna,12309,Unknown,Unknown
2432 MONICA HEIGHTS,Niskayuna,12309,Unknown,Copper
2439 MONICA HEIGHTS,Niskayuna,12309,Unknown,Unknown
2440 MONICA HEIGHTS,Niskayuna,12309,Unknown,Unknown
2442 MONICA HEIGHTS,Niskayuna,12309,Unknown,Unknown
2447 MONICA HEIGHTS,Niskayuna,12309,Unknown,Unknown
2438 MONICA HEIGHTS,Niskayuna,12309,Unknown,Unknown
12 MOORE'S COURT,Niskayuna,12309,Copper,Copper
14 MOORE'S COURT,Niskayuna,12309,Copper,Copper
16 MOORE'S COURT,Niskayuna,12309,Copper,Copper
18 MOORE'S COURT,Niskayuna,12309,Copper,Copper
20 MOORE'S COURT,Niskayuna,12309,Copper,Copper
22 MOORE'S COURT,Niskayuna,12309,Copper,Copper
24 MOORE'S COURT,Niskayuna,12309,Copper,Copper
877 MORGAN AVENUE,Niskayuna,12309,Unknown,Copper
880 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
884 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
885 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
887 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
890 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
894 MORGAN AVENUE,Niskayuna,12309,Unknown,Copper
895 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
901 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
910 MORGAN AVENUE,Niskayuna,12309,Unknown,Copper
913 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
914 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
917 MORGAN AVENUE,Niskayuna,12309,Unknown,Copper
918 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
921 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
925 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
929 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
930 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
933 MORGAN AVENUE,Niskayuna,12309,Unknown,Copper
937 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
941 MORGAN AVENUE,Niskayuna,12309,Unknown,Copper
945 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
949 MORGAN AVENUE,Niskayuna,12309,Unknown,Unknown
1001 MORGAN AVENUE,Niskayuna,12309,Copper,Copper
2072 MORROW AVENUE,Niskayuna,12309,Known Other,Known Other
2144 MOUNTAINVIEW AVENUE,Niskayuna,12309,Unknown,Unknown
2150 MOUNTAINVIEW AVENUE,Niskayuna,12309,Unknown,Unknown
2151 MOUNTAINVIEW AVENUE,Niskayuna,12309,Unknown,Unknown
2170 MOUNTAINVIEW AVENUE,Niskayuna,12309,Unknown,Unknown
2171 MOUNTAINVIEW AVENUE,Niskayuna,12309,Copper,Copper
2174 MOUNTAINVIEW AVENUE,Niskayuna,12309,Copper,Copper
2175 MOUNTAINVIEW AVENUE,Niskayuna,12309,Copper,Copper
2179 MOUNTAINVIEW AVENUE,Niskayuna,12309,Copper,Copper
1140 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1145 MYRON STREET,Niskayuna,12309,Unknown,Copper
1146 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1150 MYRON STREET,Niskayuna,12309,Known Other,Known Other
1151 MYRON STREET,Niskayuna,12309,Known Other,Known Other
1156 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1160 MYRON STREET,Niskayuna,12309,Unknown,Copper
1165 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1166 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1167 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1169 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1170 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1171 MYRON STREET,Niskayuna,12309,Unknown,Copper
1173 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1225 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1242 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1243 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1247 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1265 MYRON STREET,Niskayuna,12309,Unknown,Galvanized
1295 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1308 MYRON STREET,Niskayuna,12309,Unknown,Copper
1314 MYRON STREET,Niskayuna,12309,Unknown,Copper
1315 MYRON STREET,Niskayuna,12309,Unknown,Copper
1318 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1322 MYRON STREET,Niskayuna,12309,Unknown,Copper
1327 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1330 MYRON STREET,Niskayuna,12309,Unknown,Copper
1331 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1334 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1338 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1346 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1349 MYRON STREET,Niskayuna,12309,Unknown,Copper
1354 MYRON STREET,Niskayuna,12309,Unknown,Copper
1358 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1361 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1362 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1366 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1369 MYRON STREET,Niskayuna,12309,Unknown,Copper
1370 MYRON STREET,Niskayuna,12309,Unknown,Copper
1374 MYRON STREET,Niskayuna,12309,Unknown,Copper
1377 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1381 MYRON STREET,Niskayuna,12309,Unknown,Copper
1382 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1386 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1389 MYRON STREET,Niskayuna,12309,Unknown,Copper
1390 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1404 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1409 MYRON STREET,Niskayuna,12309,Unknown,Copper
1422 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1425 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1426 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1429 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1435 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1436 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1443 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1448 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1455 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1456 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1465 MYRON STREET,Niskayuna,12309,Unknown,Galvanized
1466 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1471 MYRON STREET,Niskayuna,12309,Unknown,Copper
1475 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1476 MYRON STREET,Niskayuna,12309,Unknown,Copper
1486 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1490 MYRON STREET,Niskayuna,12309,Known Other,Known Other
1493 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1495 MYRON STREET,Niskayuna,12309,Unknown,Copper
1511 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1515 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1518 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1519 MYRON STREET,Niskayuna,12309,Unknown,Copper
1520 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1522 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1524 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1526 MYRON STREET,Niskayuna,12309,Unknown,Copper
1527 MYRON STREET,Niskayuna,12309,Unknown,Copper
1528 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1530 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1531 MYRON STREET,Niskayuna,12309,Unknown,Copper
1532 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1535 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1543 MYRON STREET,Niskayuna,12309,Unknown,Copper
1548 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1549 MYRON STREET,Niskayuna,12309,Unknown,Copper
1551 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1552 MYRON STREET,Niskayuna,12309,Unknown,Unknown
1553 MYRON STREET,Niskayuna,12309,Unknown,Copper
1556 MYRON STREET,Niskayuna,12309,Unknown,Copper
1560 MYRON STREET,Niskayuna,12309,Unknown,Galvanized
2 NAPA COURT,Niskayuna,12309,Copper,Copper
4 NAPA COURT,Niskayuna,12309,Copper,Copper
6 NAPA COURT,Niskayuna,12309,Copper,Copper
8 NAPA COURT,Niskayuna,12309,Copper,Copper
10 NAPA COURT,Niskayuna,12309,Copper,Copper
12 NAPA COURT,Niskayuna,12309,Copper,Copper
14 NAPA COURT,Niskayuna,12309,Copper,Copper
16 NAPA COURT,Niskayuna,12309,Copper,Copper
18 NAPA COURT,Niskayuna,12309,Copper,Copper
20 NAPA COURT,Niskayuna,12309,Copper,Copper
22 NAPA COURT,Niskayuna,12309,Copper,Copper
24 NAPA COURT,Niskayuna,12309,Copper,Copper
3 NATALIE COURT,Niskayuna,12304,Copper,Copper
5 NATALIE COURT,Niskayuna,12304,Copper,Copper
7 NATALIE COURT,Niskayuna,12304,Copper,Copper
9 NATALIE COURT,Niskayuna,12304,Copper,Copper
11 NATALIE COURT,Niskayuna,12304,Copper,Copper
2241 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2244 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2245 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2248 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2252 NELSON DRIVE,Niskayuna,12309,Unknown,Copper
2256 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2260 NELSON DRIVE,Niskayuna,12309,Unknown,Copper
2264 NELSON DRIVE,Niskayuna,12309,Unknown,Copper
2267 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2268 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2272 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2275 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2276 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2279 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2280 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2283 NELSON DRIVE,Niskayuna,12309,Unknown,Copper
2284 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2288 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2292 NELSON DRIVE,Niskayuna,12309,Unknown,Copper
2296 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2300 NELSON DRIVE,Niskayuna,12309,Unknown,Copper
2304 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2308 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2311 NELSON DRIVE,Niskayuna,12309,Unknown,Copper
2315 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2316 NELSON DRIVE,Niskayuna,12309,Unknown,Copper
2319 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2323 NELSON DRIVE,Niskayuna,12309,Unknown,Copper
2259 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2271 NELSON DRIVE,Niskayuna,12309,Unknown,Unknown
2525 NEWPORT AVENUE,Niskayuna,12309,Unknown,Unknown
1 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
2 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
3 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
4 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
6 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
1055 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Copper
1059 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Copper
1060 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
1063 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Galvanized
1064 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
1071 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
1075 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
1076 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
1079 NICHOLAS AVENUE,Niskayuna,12309,Unknown,Unknown
2103 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2104 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2112 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2115 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2120 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2128 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2132 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2136 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2137 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2140 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2141 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Copper
2143 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Copper
2145 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Copper
2147 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2149 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2200 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2208 NISKAYUNA DRIVE,Niskayuna,12309,Known Other,Known Other
2209 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2212 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2213 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2217 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2221 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2224 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2225 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Copper
2229 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Copper
2233 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2237 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2240 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Copper
2241 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2244 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2245 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2248 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2249 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Galvanized
2253 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2301 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2309 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2310 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2312 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2313 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2316 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2317 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2321 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2324 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Copper
2325 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2328 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2329 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2332 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2333 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2336 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
2340 NISKAYUNA DRIVE,Niskayuna,12309,Unknown,Unknown
1000 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1010 NISKAYUNA ROAD,Niskayuna,12309,Copper,Copper
1015 NISKAYUNA ROAD,Niskayuna,12309,Copper,Copper
1020 NISKAYUNA ROAD,Niskayuna,12309,Copper,Copper
1033 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1041 NISKAYUNA ROAD,Niskayuna,12309,Copper,Copper
1047 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1050 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1053 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1063 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1065 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1067 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1069 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1075 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1100 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1110 NISKAYUNA ROAD,Niskayuna,12309,Copper,Unknown
1112 NISKAYUNA ROAD,Niskayuna,12309,Copper,Copper
1004 NORTH WOOD COURT,Niskayuna,12309,Copper,Copper
1005 NORTH WOOD COURT,Niskayuna,12309,Copper,Copper
1008 NORTH WOOD COURT,Niskayuna,12309,Copper,Copper
1009 NORTH WOOD COURT,Niskayuna,12309,Copper,Copper
1012 NORTH WOOD COURT,Niskayuna,12309,Copper,Copper
1013 NORTH WOOD COURT,Niskayuna,12309,Copper,Copper
1016 NORTH WOOD COURT,Niskayuna,12309,Copper,Copper
1020 NORTH WOOD COURT,Niskayuna,12309,Copper,Copper
829 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
833 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
834 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
837 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
838 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
841 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
842 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
845 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
846 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
849 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
850 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
853 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
854 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
857 NORTHUMBERLAND DRIVE,Niskayuna,12309,Known Other,Copper
858 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
862 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
866 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
874 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
878 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
887 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
890 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
891 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
894 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
895 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
898 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
899 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
902 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
903 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
906 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
907 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
910 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
911 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
915 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
919 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
923 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
924 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
927 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
929 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
930 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
931 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
935 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
936 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
939 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
942 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Copper
948 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
952 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
960 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
918 NORTHUMBERLAND DRIVE,Niskayuna,12309,Unknown,Unknown
11 NORWOOD WAY,Niskayuna,12309,Copper,Copper
15 NORWOOD WAY,Niskayuna,12309,Copper,Copper
18 NORWOOD WAY,Niskayuna,12309,Copper,Copper
19 NORWOOD WAY,Niskayuna,12309,Copper,Copper
24 NORWOOD WAY,Niskayuna,12309,Copper,Copper
27 NORWOOD WAY,Niskayuna,12309,Copper,Copper
28 NORWOOD WAY,Niskayuna,12309,Copper,Copper
1825 NOTT STREET,Niskayuna,12309,Unknown,Unknown
1826 NOTT STREET,Niskayuna,12309,Unknown,Unknown
1829 NOTT STREET,Niskayuna,12309,Unknown,Galvanized
1830 NOTT STREET,Niskayuna,12309,Unknown,Galvanized
1832 NOTT STREET,Niskayuna,12309,Unknown,Unknown
1833 NOTT STREET,Niskayuna,12309,Unknown,Unknown
1834 NOTT STREET,Niskayuna,12309,Unknown,Unknown
1970 NOTT STREET,Niskayuna,12309,Unknown,Unknown
1971 NOTT STREET,Niskayuna,12309,Unknown,Unknown
1974 NOTT STREET,Niskayuna,12309,Unknown,Copper
2009 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2017 NOTT STREET,Niskayuna,12309,Unknown,Copper
2020 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2021 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2031 NOTT STREET,Niskayuna,12309,Unknown,Galvanized
2043 NOTT STREET,Niskayuna,12309,Unknown,Galvanized
2051 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2055 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2072 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2102 NOTT STREET,Niskayuna,12309,Unknown,Copper
2106 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2111 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2112 NOTT STREET,Niskayuna,12309,Unknown,Copper
2115 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2117 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2158 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2160 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2161 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2163 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2209 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2211 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2215 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2219 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2223 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2227 NOTT STREET,Niskayuna,12309,Unknown,Unknown
2303 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2310 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2320 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2340 NOTT STREET EAST,Niskayuna,12309,Plastic,Plastic
2350 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2352 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2354 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2356 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2358 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2360 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2362 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2364 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
2366 NOTT STREET EAST,Niskayuna,12309,Known Other,Known Other
